# Step: 2
# U_max: 3.2451586723327637
# Energy-calls: 3000020000.0
# x (configurations):
-0.299051 -1.374942
-1.042755 -1.833417
-1.384238 -1.246577
-0.611173 0.097735
-0.753290 -1.119308
-0.137572 -0.651761
-1.583412 -2.008764
-0.464339 -0.382621
-1.694314 -1.634505
-0.802982 -1.034853
-0.792640 -1.250132
-0.905911 -2.487512
-0.664431 -1.102038
0.000758 -0.479134
-1.441402 -1.516589
-1.359601 -2.672450
-0.962102 0.027741
-1.614354 -2.348519
-1.285756 -2.567826
-0.843432 -0.281534
-0.509763 -0.699658
0.762381 0.633495
-0.755324 -0.737891
-1.046820 -2.448175
-1.387069 -1.655200
-0.674484 -0.228186
-1.513852 -1.804894
-0.344457 -0.035094
-0.904437 -0.325722
-0.352109 -0.023849
-0.882765 -1.981710
-1.081119 -1.502242
-1.130016 -2.890326
-1.318638 -1.618313
-0.203084 -0.599468
-1.291316 -1.034286
-1.257948 -2.627257
-0.008735 0.357667
0.903966 0.640698
-1.359997 -2.403313
-0.203395 -0.469365
-1.850777 -2.193779
-0.512079 -0.901032
0.850641 0.793716
-1.027660 -1.075398
-0.495833 -0.631461
-0.790672 -1.125705
-0.737920 -0.358008
-0.926851 -1.268999
0.004655 -0.478663
0.051020 -0.406738
-1.046897 0.035651
-0.818670 -0.618419
-0.078442 -0.759464
-1.513437 -0.936210
0.327214 0.094738
-0.031236 -0.085483
-1.081271 -0.703611
-0.560346 -1.175334
-0.475161 -0.907010
-1.142023 -0.835119
-1.006979 -1.580888
-1.231926 -2.407846
-0.115772 -1.041078
-1.273436 -1.122836
-0.710965 -0.195689
-1.222917 -2.652588
-0.930312 -0.223316
-1.361698 -2.558978
0.707022 0.456024
-0.938166 -2.705523
0.631934 0.659938
-0.818744 -1.794984
-0.968193 -1.491405
-1.456656 -2.036574
-0.417033 0.082581
-1.510048 -2.139508
-0.398628 -0.126729
-1.390484 -1.578310
0.031865 -0.414865
-1.206747 -0.447276
0.505881 0.252413
-0.994767 -0.759232
0.670848 0.024693
-1.245671 -2.152120
-1.141769 -1.875331
-1.078996 -0.031472
-0.258778 -0.296955
-0.293345 -0.035071
-0.482200 -1.297450
-1.383486 -1.458952
-0.453611 -1.327439
-0.292688 -0.488475
-0.420961 -1.030124
-1.167909 -0.986119
-1.183691 -2.121361
-0.082525 -0.485468
-0.555509 -1.721719
-0.935417 -0.544681
-1.379612 -1.966325
-0.912432 -0.064017
-0.998239 -0.206066
0.782896 0.583161
-0.570682 -1.682852
-0.718892 -1.743072
-1.323773 -2.757770
-0.315546 -0.708726
-1.441901 -1.553407
-1.013048 -0.744277
-0.655428 0.266121
-0.902173 -1.899106
-0.895447 0.094512
-0.539543 0.115576
-1.344256 -1.975003
-1.102776 -1.875689
0.451990 0.457367
0.646770 0.370704
-1.075720 -1.896609
-0.797250 -1.012309
-0.421873 0.070001
0.167474 0.020436
-0.485190 -0.293721
-1.406434 -0.809943
-0.673997 -1.859676
-0.472165 0.053412
-0.839472 -1.106704
-1.411459 -0.752855
-1.003723 -1.072376
0.012124 -0.251323
0.861342 0.835397
1.147927 1.222013
0.785689 0.698868
-1.442560 -2.361492
-0.847087 -2.369479
0.907938 0.847362
-1.170297 -2.291850
0.934410 0.843917
-0.564419 0.031984
-0.890314 0.024250
-1.265807 -2.787301
0.076575 -0.676300
-0.670353 -1.809864
-0.777370 -1.193069
-0.405929 -1.282878
-0.865390 -0.016726
-1.186929 -2.472669
-1.013295 -1.447970
-1.430495 -1.260431
-0.802712 -1.542901
-0.611278 -0.411410
-0.750602 -0.137740
-1.414881 -1.224032
-0.571776 -0.093483
-0.216580 0.062562
-0.381217 -1.186166
0.901574 1.140916
0.616280 0.609412
-0.305909 0.056734
-0.849981 -0.933731
0.902860 0.485183
-0.610915 -1.376393
-0.165291 -1.078532
-1.337469 -0.449799
-0.659909 -0.511910
-1.335644 -0.692325
-0.938186 0.165429
-0.297876 -0.194594
-0.537261 -0.137994
-1.150996 -0.732517
-0.813243 -2.360040
-0.366308 -0.336686
-0.611540 -1.500332
-1.018714 -1.000386
-0.238484 -0.347203
-1.060699 -1.580530
-0.968758 -1.722590
-0.828159 -0.647332
-1.177704 -0.672029
-0.785286 -1.127457
-0.172734 0.047968
-1.078350 -0.374293
-1.297792 -1.734341
-1.047281 -2.595878
0.117824 0.040389
