# Step: 3
# U_max: -0.48419469594955444
# Energy-calls: 77500.0
# x (configurations):
-1.282099 -1.534164
-0.859684 -1.126831
-0.923472 -0.722697
-1.122359 -1.152268
-1.327325 -1.815955
-1.394859 -1.557815
-1.283709 -1.357236
-0.611130 -1.095000
-1.441020 -1.791384
-1.277609 -0.761840
-0.984870 -0.568776
-1.339012 -0.957873
-0.719941 -1.063454
-1.156571 -1.497845
-0.689798 -1.414201
-1.118634 -0.976189
-0.950188 -2.013782
-0.833227 -1.319522
-1.061857 -1.753221
-0.647647 -1.139024
-1.094394 -1.943651
-1.153095 -0.496451
-1.075190 -1.841621
-1.315550 -1.197858
-1.431422 -2.088933
-0.962447 -1.169078
-1.057850 -1.837170
-0.987619 -1.294118
-1.026603 -1.034822
-0.734413 -0.468916
-1.037347 -2.161310
-1.217218 -1.874036
-1.109517 -1.321582
-0.781067 -0.553496
-1.063903 -1.705884
-1.028292 -0.339625
-1.084572 -2.212508
-1.126031 -1.470281
-1.408809 -2.020694
-1.146143 -1.281761
-1.380002 -2.009993
-1.200030 -1.216152
-0.906667 -0.722676
-0.875727 -0.280961
-0.686153 -0.630149
-1.358238 -1.476857
-0.770996 -1.379515
-0.722431 -1.284205
-1.155685 -1.057839
-1.036764 -1.167127
-1.152580 -2.342698
-1.100745 -1.844487
-1.191314 -1.569606
-1.141391 -0.843099
-0.679363 -0.428957
-0.929006 -0.637819
-1.156627 -1.170225
-0.974161 -1.008800
-1.297448 -0.980146
-0.793903 -1.544516
-1.359702 -2.125110
-1.312832 -1.190470
-1.334512 -2.265329
-0.711086 -1.088045
-1.096734 -1.349743
-0.813926 -1.697544
-1.172860 -1.484243
-0.613941 -0.970303
-0.671962 -0.860864
-1.258000 -1.423099
-0.762511 -0.338104
-1.142349 -1.250148
-1.046867 -1.226227
-0.878864 -1.664158
-0.803234 -0.798920
-1.138756 -1.098161
-1.069135 -1.285444
-0.777154 -1.071530
-1.128718 -1.750357
-1.183804 -2.216426
-0.855757 -1.893915
-1.036107 -1.153697
-0.924514 -0.427944
-1.286401 -1.513307
-1.322119 -1.851570
-1.470140 -1.628147
-1.433389 -1.372248
-1.349513 -2.063035
-1.016246 -0.807484
-1.113810 -2.293059
-0.960143 -0.901130
-1.032161 -0.613072
-0.958934 -1.886221
-0.834407 -1.054294
-1.126351 -1.833983
-0.913655 -1.928013
-0.731073 -0.839875
-1.326966 -1.267848
-0.914521 -0.734054
-0.820633 -1.382078
-1.367585 -1.182588
-0.936586 -0.780652
-0.961330 -1.778369
-1.043970 -1.622188
-0.908962 -0.950968
-1.082639 -1.067294
-0.932630 -1.936552
-1.173601 -0.694233
-1.187503 -1.847978
-1.145551 -0.755628
-0.942643 -2.033964
-0.822322 -1.483474
-1.451945 -1.962282
-0.846783 -1.432762
-1.113660 -0.944956
-1.067211 -1.726506
-1.093181 -1.864464
-0.869768 -0.526497
-0.671754 -1.030710
-0.718033 -1.502558
-1.280126 -2.051126
-0.662376 -0.483487
-1.141425 -1.317450
-1.342456 -1.878037
-1.410989 -1.271083
-1.299213 -1.356180
-1.219133 -1.795021
-1.004300 -0.967853
-1.344356 -1.615467
-0.987219 -1.040584
-0.982360 -1.230959
-0.778503 -1.481665
-1.060391 -0.816355
-1.251165 -0.735666
-0.923416 -0.503978
-1.367198 -1.760635
-0.840526 -0.440619
-0.889719 -1.725511
-1.098925 -1.545098
-0.974243 -1.077922
-0.606837 -1.162453
-1.015481 -1.444724
-0.734316 -0.390721
-1.058088 -1.197206
-1.293418 -1.181161
-0.726750 -1.018111
-0.700935 -0.395841
-1.333765 -1.290922
-1.101990 -0.674873
-0.848621 -0.819104
-1.177885 -1.095697
-0.799668 -0.845274
-0.837356 -0.852956
-1.453249 -1.401610
-1.224020 -1.189122
-1.167183 -0.614641
-0.952054 -1.172273
-0.879490 -0.973594
-1.413755 -1.604625
-1.005165 -0.587709
-1.139018 -1.659963
-1.135710 -2.205784
-1.262032 -0.912569
-1.018265 -0.548960
-1.181153 -0.965682
-1.148000 -2.067569
-1.139403 -1.978736
-1.064705 -1.925882
-0.589515 -0.729576
-1.275399 -1.223575
-0.757995 -1.458484
-0.735618 -0.754814
-1.229150 -2.360797
-1.098538 -1.327018
-1.358946 -1.167043
-1.130216 -1.818240
-0.937311 -2.067558
-1.221752 -0.543051
-0.800930 -0.970185
-0.825012 -0.416545
-0.783477 -0.554768
-1.248239 -2.090623
-1.183018 -1.606137
-0.799579 -1.038279
-0.932197 -1.133979
-0.941622 -0.296234
-1.309041 -2.057705
-0.805616 -1.274024
-1.196378 -1.473261
-1.021837 -1.224143
-0.967651 -0.872837
-1.109786 -1.371521
-1.277623 -1.510401
-1.147581 -1.258777
-1.389803 -1.687660
-1.198898 -0.655010
-1.388709 -1.329681
-0.756770 -0.765309
-1.281811 -2.251590
-0.902277 -1.221772
-1.389540 -1.736879
-0.976730 -0.333504
-1.044524 -1.533118
-0.884504 -0.701734
-1.293342 -1.610523
-1.000270 -0.323061
-0.876651 -0.752922
-0.905254 -1.900513
-0.981047 -0.682218
-0.657652 -1.090853
-1.363605 -1.098689
-1.265016 -1.543819
-1.376031 -1.931655
-0.885918 -1.745142
-1.457554 -1.838019
-1.018242 -0.587422
-0.950978 -1.489724
-1.397956 -1.225293
-1.244666 -0.756172
-1.107623 -1.159334
-1.145235 -1.525455
-1.299225 -1.212684
-1.166246 -1.256904
-1.365683 -1.732520
-1.281400 -1.148155
-0.799918 -1.511306
-1.260452 -1.934812
-1.122681 -2.135484
-0.780127 -1.285542
-1.091893 -0.755097
-0.813925 -1.788804
-0.949647 -0.598255
-1.131164 -0.472213
-0.762258 -0.757039
-0.707059 -1.037453
-1.084727 -2.067795
-0.759984 -1.047037
-1.056834 -1.052174
-0.957277 -0.743195
-1.094596 -1.561082
-1.241870 -1.412599
-1.094679 -0.783788
-0.712395 -1.425199
-0.887938 -0.465295
-1.078626 -0.506055
-0.659937 -1.210458
-1.384465 -1.172511
-1.042598 -1.984468
-0.924284 -0.385546
-0.757106 -0.391258
-0.837646 -1.179902
-1.029453 -1.653485
-1.152112 -2.309254
-0.806228 -1.644665
-0.653048 -1.064775
-1.125973 -1.737035
-1.192791 -1.231956
-0.732185 -1.566561
-0.898676 -1.946575
-0.706294 -0.471194
-1.341148 -1.803866
-1.295032 -2.384920
-0.800580 -0.382317
-1.033423 -1.368545
-1.254773 -1.336450
-1.243186 -1.944612
-0.755352 -0.751496
-0.709360 -1.508679
-0.916360 -0.737797
-1.465995 -1.796825
-1.094067 -0.730293
-1.355599 -1.853809
-1.162946 -1.173953
-1.391279 -1.462192
-1.234709 -0.648299
-0.833712 -1.649416
-0.763455 -1.481137
-0.701745 -0.370788
-0.839720 -1.577336
-0.840579 -1.343044
-0.673573 -0.417787
-1.231598 -1.144515
-0.777114 -1.349405
-1.179960 -0.694689
-1.449179 -2.030104
-1.031308 -2.218748
-1.373188 -1.725921
-0.641163 -1.229782
-0.867762 -0.429389
-1.263702 -0.661884
-1.390613 -2.209079
-1.239470 -1.452979
-0.868354 -1.030359
-1.095160 -0.781313
-0.939600 -0.755004
-1.298186 -2.232969
-1.109871 -0.851104
-1.100680 -2.026205
-1.391552 -2.147051
-1.275007 -0.944604
-0.983866 -1.196612
-0.751084 -1.087689
-0.888901 -1.473753
-0.867609 -0.632178
-0.883456 -1.468043
-1.043639 -1.025694
-1.155985 -1.107269
-1.043457 -0.360462
-0.866758 -1.065161
-1.100733 -1.428336
-1.312125 -0.872499
-0.940744 -1.904156
-1.113566 -0.835693
-0.896390 -1.715323
-1.422108 -1.929320
-1.416309 -1.685171
-1.017529 -0.728980
-1.061069 -1.165937
-1.393780 -1.814982
-0.945036 -0.865022
-1.230049 -1.339632
-0.773109 -1.673658
-0.926430 -1.709916
-1.315934 -2.113410
-0.813722 -1.560844
-0.781549 -1.041004
-0.629380 -0.881434
-1.205134 -1.621271
-1.391090 -1.718127
-1.025924 -0.656998
-1.175146 -2.170519
-0.651842 -0.452149
-1.232932 -0.795107
-1.263795 -1.851969
-0.692637 -1.117780
-1.003731 -2.184173
-0.875340 -0.875973
-1.406314 -1.726043
-1.342109 -0.829188
-1.244211 -1.927141
-1.179602 -1.261858
-1.125064 -2.013997
-1.237098 -0.776196
-1.378306 -2.279094
-1.190030 -0.579137
-1.141801 -1.871216
-1.250923 -1.407168
-0.980439 -0.742221
-1.448840 -1.465013
-0.897684 -0.824849
-1.029162 -1.087203
-1.236774 -0.979534
-0.778091 -0.499088
-1.283428 -2.393087
-1.096761 -1.639889
-1.174044 -1.249286
-0.904876 -1.161129
-0.805635 -1.757766
-0.921073 -0.346301
-1.205306 -1.784040
-1.132828 -1.740511
-0.781510 -1.687664
-0.749909 -1.388620
-0.922710 -1.206320
-0.946628 -0.779146
-1.176514 -1.470497
-0.771052 -0.997234
-0.933584 -1.232071
-0.666277 -1.264727
-0.585252 -0.917493
-0.954362 -0.824190
-1.298792 -1.269459
-1.019357 -0.575433
-0.861124 -0.447981
-1.149562 -1.398288
-1.287201 -1.656940
-0.983596 -0.509572
-1.059003 -1.340841
-1.310709 -1.808068
-1.161239 -0.867968
-0.800502 -1.757482
-0.976922 -0.540351
-1.142729 -1.098222
-1.138308 -0.816751
-1.231771 -1.366941
-1.356947 -1.106307
-1.371134 -1.186145
