# Step: 6
# U_max: -2.8542213439941406
# x (configurations):
-1.119588 -1.615690
-1.136186 -1.320345
-1.109400 -1.434904
-1.055235 -1.332320
-1.189559 -1.425420
-1.287977 -2.009888
-1.099614 -1.363762
-1.090830 -1.161551
-1.236802 -1.706554
-1.054767 -1.595639
-1.149344 -1.736331
-1.225161 -1.288782
-0.823518 -1.130596
-0.953024 -1.010114
-1.175380 -1.274703
-1.300150 -1.475132
-0.963270 -1.201634
-1.082784 -1.325564
-0.794983 -1.078948
-1.189093 -0.935467
-1.097328 -1.128597
-1.073987 -1.608699
-1.170203 -1.576560
-1.076116 -1.418710
-1.130002 -1.284495
-1.203813 -1.788772
-0.980843 -1.010012
-1.002149 -1.268620
-0.897663 -1.097478
-1.132986 -1.444383
-1.037758 -1.436734
-1.063389 -1.240861
-1.195745 -1.149645
-1.199010 -1.479035
-1.229917 -1.202376
-1.225796 -1.477791
-1.173524 -1.294231
-0.864575 -0.991358
-0.875912 -0.835541
-1.043903 -1.212579
-1.244131 -1.636987
-1.026441 -0.922779
-0.978153 -1.358447
-1.358364 -1.675723
-0.920637 -0.856888
-1.194230 -0.929003
-1.113076 -1.143253
-1.143304 -1.074084
-1.127622 -1.228511
-0.840677 -1.274518
-0.973282 -1.124216
-1.264667 -1.271126
-1.137189 -1.449920
-1.001841 -1.437648
-1.058387 -1.736196
-1.240652 -1.602834
-1.057706 -1.194501
-0.964869 -1.497542
-1.221280 -1.540473
-1.313605 -1.437977
-1.084810 -1.202945
-1.049613 -0.976497
-1.082667 -0.998864
-0.860758 -0.883089
-1.052533 -1.231895
-1.082782 -1.035020
-1.024060 -1.198653
-1.215793 -1.422003
-0.913106 -1.108356
-1.115787 -1.527599
-1.171791 -2.075448
-0.973996 -0.920851
-0.955957 -1.516690
-0.873995 -1.209166
-1.106379 -1.405667
-1.155588 -1.525013
-1.013014 -1.013731
-1.173317 -1.694885
-1.211509 -1.753726
-0.981966 -1.246871
-1.085256 -1.593697
-0.988277 -1.086647
-1.232378 -1.224398
-1.238361 -1.520026
-1.017702 -1.182132
-1.077225 -1.174188
-1.045949 -1.709990
-1.129998 -1.512104
-1.157391 -1.207513
-0.964570 -0.938843
-1.202079 -1.620387
-0.992024 -1.176466
-0.985411 -1.348195
-1.003230 -1.531741
-1.192451 -1.745894
-1.006040 -1.705298
-1.080354 -1.694789
-0.980649 -1.303368
-0.948338 -1.305248
-0.994802 -1.116259
-1.143612 -1.255020
-1.034169 -1.220689
-1.088028 -1.418741
-1.075009 -0.889372
-1.175401 -1.447087
-0.962529 -1.088683
-1.162084 -1.755973
-1.407581 -1.672446
-1.046294 -1.480133
-1.070196 -1.553871
-1.249591 -1.878202
-1.245036 -1.575878
-0.938300 -1.215836
-1.062908 -1.100478
-1.207612 -1.943178
-1.095710 -1.050330
-1.206108 -1.575353
-1.031893 -1.221222
-0.879975 -1.545686
-1.111226 -1.067291
-1.014775 -1.316302
-1.028754 -1.298803
-0.930755 -1.149093
-1.076533 -1.483866
-1.155066 -2.030644
-1.099816 -1.107887
-1.045500 -1.186502
-0.845512 -1.004027
-1.211657 -1.849014
-1.188467 -1.672983
-1.206798 -1.788322
-0.975909 -1.041008
-0.914033 -0.876561
-1.261825 -1.082229
-1.073640 -1.027921
-1.144425 -1.752816
-1.208925 -1.260888
-1.078702 -1.316037
-1.019513 -1.189076
-1.153157 -1.143699
-1.229755 -1.610082
-0.963611 -0.933939
-0.938901 -1.125006
-1.013461 -1.129983
-1.126491 -1.809836
-1.178590 -1.623397
-1.125357 -1.086060
-1.207675 -1.464624
-1.188146 -1.663116
-0.987725 -1.167441
-0.952376 -1.333606
-1.126843 -1.648425
-0.900968 -0.939760
-0.996171 -1.350640
-1.034752 -1.118215
-1.041757 -1.453763
-1.001524 -1.229974
-1.125560 -1.332389
-1.223497 -1.050086
-1.168136 -1.724267
-1.302192 -1.943295
-1.082673 -1.362375
-1.009802 -1.256659
-1.218170 -1.573441
-1.138006 -1.376491
-0.957122 -1.300324
-1.272597 -0.915452
-1.044862 -1.354049
-1.053225 -1.219292
-1.239906 -1.287953
-1.108972 -1.631869
-1.005820 -1.160285
-1.102835 -1.312492
-1.086644 -1.168049
-0.932208 -1.233506
-1.193824 -1.294408
-1.094060 -1.165649
-1.093083 -1.758910
-1.345358 -1.152518
-0.996877 -0.848899
-1.201834 -1.545366
-1.098654 -0.996749
-1.065556 -1.500668
-1.140194 -1.135228
-0.922645 -1.168452
-1.150720 -1.288046
-0.964821 -1.021012
-0.989480 -1.182350
-1.146184 -1.842100
-0.850323 -1.021042
-1.225118 -1.259980
-0.951029 -1.332555
-1.071249 -1.613873
-0.980780 -1.517922
-1.102150 -1.422053
-1.198864 -1.489843
-1.240286 -1.257514
-1.175558 -1.676624
-0.861180 -1.235793
-1.185862 -1.775352
-1.255744 -1.282386
-1.213058 -1.352240
-1.175497 -1.580286
-1.023110 -1.220582
-1.005532 -1.323532
-1.048027 -1.095740
-1.204028 -1.143958
-1.154567 -1.266388
-1.015889 -1.385209
-1.205073 -1.286270
-1.192076 -1.941103
-1.114609 -1.770087
-1.002189 -0.986213
-1.075701 -1.045170
-0.950138 -1.764870
-0.938645 -1.366117
-1.025473 -1.425621
-1.202211 -1.271810
-1.014823 -1.282458
-1.076834 -1.021316
-0.862258 -1.471483
-1.032606 -1.079258
-1.058498 -1.587732
-1.159575 -1.328151
-1.063269 -1.301924
-0.954044 -1.064515
-1.197834 -1.608535
-0.984363 -1.269698
-0.803734 -1.209738
-0.965489 -1.295667
-1.219786 -2.088141
-1.178740 -1.059324
-1.249503 -1.381421
-1.254564 -1.109321
-1.000514 -1.520945
-0.948784 -0.863137
-1.126281 -1.587112
-1.090014 -1.455804
-1.142149 -1.609440
-1.068185 -1.362845
-1.083105 -1.250403
-1.137339 -1.550617
-1.156703 -1.616382
-0.931993 -1.353701
-0.904472 -1.160579
-0.998609 -1.633653
-1.049221 -1.601740
-1.117683 -1.330347
-1.333689 -1.008025
-1.053927 -1.443178
-1.203912 -1.418708
-1.135007 -1.672545
-1.034051 -1.149304
-0.981881 -0.977658
-1.103889 -1.405352
-1.116673 -1.433781
-1.055279 -1.498994
-1.136226 -1.721259
-1.053838 -1.223049
-0.891320 -0.859555
-1.193946 -1.343456
-0.988692 -1.058640
-1.016834 -1.373320
-1.118867 -1.109082
-1.043027 -1.500195
-1.048957 -1.153725
-1.187960 -1.457552
-1.146487 -1.474152
-1.019745 -1.370207
