# Step: 5
# U_max: 1.0681203603744507
# x (configurations):
-1.234151 -1.211190
-0.672562 -1.673618
-0.689287 -0.126597
-1.427583 -2.537913
-0.828746 -0.595725
-0.691630 -0.034592
-1.095792 -1.011442
-0.907608 -1.827268
-0.753291 -1.588867
-1.500232 -2.271062
-1.067271 -1.810581
-1.002689 -1.516011
-1.014183 -0.941217
-0.534598 -0.654472
-0.527591 -0.848175
-1.484342 -1.781547
-1.072528 -1.891040
-0.683116 -1.212072
-1.161129 -1.378182
-0.707261 -1.487981
-0.835792 -1.703902
-1.197042 -1.915451
-0.804249 -0.712615
-0.850667 -0.780232
-0.473296 -0.829965
-0.892556 -1.004455
-1.140075 -1.207305
-1.037848 -0.145118
-0.872851 -2.001074
-0.981659 -0.776420
-0.940106 -2.099518
-1.122609 -1.052582
-1.428643 -1.498189
-0.601820 -1.115443
-0.784647 -1.616377
-0.894071 -0.040364
-0.679193 -0.368106
-0.964127 -0.633713
-0.769267 -1.282981
-1.268719 -0.958074
-1.471875 -1.188251
-0.843118 -0.589557
-0.383271 -0.606881
-0.921120 -1.278904
-0.927655 -0.573043
-0.669219 -0.848759
-1.496132 -1.564021
-1.159137 -2.175821
-1.268902 -2.086676
-1.068116 -1.021766
-1.355592 -0.847592
-1.330349 -2.174687
-1.384918 -0.772379
-0.795624 -2.023643
-0.932193 -1.887829
-1.040137 -0.294920
-0.887254 -0.072318
-1.323680 -1.139059
-1.143670 -1.100641
-0.715294 -1.326366
-1.091151 -0.813936
-1.139598 -1.597983
-1.533265 -1.527256
-0.870323 -2.107243
-0.755256 -1.616230
-1.185700 -2.589941
-0.700812 -0.881134
-1.156129 -0.967710
-1.086701 -1.726268
-0.854178 -2.080719
-1.211112 -2.551382
-1.134867 -2.575314
-1.451969 -1.339922
-0.819256 -0.957434
-0.621392 -0.071612
-1.246150 -1.259613
-0.975972 -0.655547
-1.331215 -0.555322
-1.060390 -1.461539
-0.819503 -1.391746
-1.060946 -2.068291
-1.197819 -1.287157
-1.186818 -2.472706
-0.889850 -0.957214
-1.458760 -2.481492
-1.107908 -0.397812
-1.183835 -0.821976
-0.405454 -0.827846
-1.135923 -1.598530
-1.152350 -2.548959
-0.997791 -0.187903
-0.866481 -0.358272
-0.865085 -0.033546
-1.243444 -1.311549
-1.391976 -1.532450
-0.902962 -2.168577
-0.619616 -0.803575
-0.676231 -0.776792
-1.001946 -1.940855
-1.488231 -2.122216
-1.179885 -1.880419
-0.491434 -1.055640
-1.240338 -1.808560
-0.763249 -1.751804
-0.972236 -0.939132
-0.408553 -0.367012
-0.459860 -0.705733
-1.292544 -1.671978
-1.121926 -0.500038
-1.012402 -1.156560
-1.437562 -1.073801
-1.020614 -1.777813
-0.812682 -0.918635
-0.826366 -1.790006
-1.199542 -1.837809
-0.906684 -1.004681
-1.081105 -0.912033
-0.953186 -1.356346
-0.967966 -0.046321
-1.309204 -2.390158
-1.492501 -2.174891
-1.235179 -1.771545
-0.717429 -1.864080
-1.241663 -1.408334
-0.548629 -0.557682
-1.061401 -0.363399
-0.599529 -1.298258
-0.872611 -0.824085
-0.744761 -0.380361
-0.746210 -1.289850
-1.049939 -1.505491
-1.250860 -0.522822
-1.087548 -1.750880
-1.190562 -2.497824
-1.012007 -0.119057
-0.546369 -1.225120
-1.001565 -1.723573
-1.255708 -1.896878
-1.313485 -0.466176
-0.595430 -0.689971
-0.752139 -1.009236
-1.493616 -1.319497
-0.652432 -0.633781
-0.937018 -0.080649
-0.883420 -2.077803
-0.657213 -0.911782
-1.329320 -2.218810
-1.343987 -1.582021
-1.067568 -0.410381
-1.519445 -1.941728
-1.129683 -1.682317
-1.386801 -1.564141
-1.243499 -1.422201
-1.413582 -1.743930
-1.426616 -2.202595
-0.997862 -0.942315
-0.816280 -1.811497
-0.982818 -0.287884
-0.706504 -1.730086
-1.419827 -2.381683
-0.527908 -0.345746
-0.647139 -1.294949
-1.394710 -1.818301
-0.865626 -0.939779
-0.916054 -1.091346
-1.001105 -0.353251
-0.742320 -0.891076
-1.188907 -1.356046
-0.969596 -0.715352
-0.365587 -0.515374
-1.283446 -1.094895
-0.448845 -0.237172
-0.468885 -0.551592
-1.123532 -2.035928
-0.656397 -0.540458
-0.962027 -2.036592
-1.374203 -1.587455
-1.196623 -1.106956
-0.645914 -0.853587
-0.917710 -1.130081
-1.477705 -2.328752
-1.023334 -1.175121
-1.210114 -0.821161
-0.816882 -0.485527
-0.862164 -1.868353
-1.081398 -1.137158
-0.856687 -1.468873
-1.086486 -1.427007
-1.069965 -1.484368
-1.492492 -1.544947
-0.587025 -0.580795
-1.290602 -0.689170
-1.372064 -1.584071
-1.204788 -1.966125
-0.575615 -1.380047
-0.997358 -0.225258
-1.353482 -1.350372
-0.837014 -0.699915
-0.868335 -1.040230
-1.274841 -0.684577
-0.920397 -1.171150
-1.307598 -2.319886
-0.524206 -1.020982
-1.232479 -2.164793
-0.354698 -0.618614
-0.864284 -0.900518
-1.371585 -1.575553
-0.432205 -0.630296
-1.314240 -1.648914
-0.850770 -1.139999
-1.487825 -2.041100
-0.831044 -1.267315
-1.392275 -1.875379
-1.055494 -1.415096
-1.076412 -2.031122
-0.660367 -1.612818
-1.114009 -0.950984
-0.800196 -0.652142
-1.225303 -2.521020
-1.161232 -0.923406
-1.215262 -0.676259
-0.782766 -0.322417
-1.283877 -1.409009
-0.845919 -0.135180
-1.434437 -1.036334
-1.324658 -2.556008
-1.096767 -0.712616
-0.728710 -1.711794
-0.394476 -0.892498
-0.627744 -1.520561
-0.529760 -1.147797
-1.141136 -1.209032
-0.615184 -0.981404
-1.485601 -1.935205
-0.764975 -0.610001
-0.660078 -1.777937
-1.048696 -1.642259
-1.137622 -2.416322
-0.724428 -1.174374
-0.846708 -2.057943
-0.528611 -0.280398
-1.264127 -2.651774
-0.690279 -0.566717
-0.957327 -1.549218
-0.731983 -1.075783
-1.368564 -1.392596
-1.175622 -0.302147
-1.351785 -2.080566
-1.244194 -0.548055
-1.120733 -2.008433
-0.790491 -0.195656
-0.653547 -1.651175
-0.709893 -0.429338
-1.184309 -2.585247
-1.491742 -1.622433
-0.571740 -0.556453
-1.109657 -0.567525
-0.449987 -1.021631
-1.369148 -2.318550
-0.836459 -0.716819
-1.207308 -2.165513
-0.860948 -0.924544
-1.448221 -1.009562
-1.039350 -0.558599
-1.453100 -2.291970
-1.214958 -0.834723
-0.696692 -0.720095
-1.330875 -1.990491
-0.509857 -1.256627
-0.716722 -1.707863
-0.644728 -1.094815
-0.465332 -1.214004
-0.546359 -0.658886
-1.311493 -1.622145
-0.988271 -1.610971
-1.032678 -0.568550
-0.980393 -1.138168
-1.160533 -1.122352
-1.072570 -0.364918
-0.532574 -1.178845
-0.798217 -0.785558
-1.015337 -0.938348
-0.798378 -1.787510
-0.648612 -1.030372
-1.528524 -1.501779
-0.825871 -1.336564
-0.669443 -0.062255
-0.979026 -2.370828
-1.266426 -2.226736
-1.265186 -1.485545
-0.760319 -1.760002
-1.086886 -0.129488
-0.816136 -0.184868
-0.998107 -0.608202
-0.782826 -1.495047
-1.218145 -0.567377
-1.076182 -1.562415
-0.976325 -0.628697
-1.449975 -1.291382
