# Step: 6
# U_max: -3.267282009124756
# x (configurations):
-1.042415 -1.315194
-1.092481 -1.212203
-1.072972 -1.407977
-1.158763 -1.472923
-1.144111 -1.394514
-1.061718 -1.412383
-1.096696 -1.184177
-1.145525 -1.500902
-1.103830 -1.338565
-1.079421 -1.396194
-1.155806 -1.473543
-1.093609 -1.191859
-1.048312 -1.258851
-1.080441 -1.360715
-1.042761 -1.329295
-1.084535 -1.215109
-1.126406 -1.212327
-1.033890 -1.272201
-1.105722 -1.373882
-1.137779 -1.419591
-1.050772 -1.377743
-1.137013 -1.450075
-1.124319 -1.355908
-1.131922 -1.322085
-1.143759 -1.291475
-1.110131 -1.212848
-1.116969 -1.250407
-1.052347 -1.356992
-1.147944 -1.312209
-1.166598 -1.470109
-1.051968 -1.353534
-1.074575 -1.278450
-1.144347 -1.280919
-1.052146 -1.419526
-1.087147 -1.414498
-1.092274 -1.387503
-1.136717 -1.422934
-1.126235 -1.275681
-1.062508 -1.354845
-1.069106 -1.207595
-1.083686 -1.274417
-1.176736 -1.393460
-1.085450 -1.408620
-1.101575 -1.417875
-1.158090 -1.393660
-1.148802 -1.281065
-1.151089 -1.436984
-1.058745 -1.333426
-1.125594 -1.520745
-1.111836 -1.435054
-1.110822 -1.519054
-1.094447 -1.250965
-1.125201 -1.504153
-1.155447 -1.351283
-1.130268 -1.272339
-1.060832 -1.278726
-1.077800 -1.429985
-1.093833 -1.487560
-1.103498 -1.297127
-1.065777 -1.306079
-1.119038 -1.440155
-1.087670 -1.376383
-1.098910 -1.295537
-1.111880 -1.457361
-1.046610 -1.206309
-1.032300 -1.313256
-1.078422 -1.487270
-1.090412 -1.263086
-1.085495 -1.243660
-1.115769 -1.245855
-1.082803 -1.359448
-1.058004 -1.345523
-1.075787 -1.198241
-1.085786 -1.367266
-1.042273 -1.343502
-1.086005 -1.207653
-1.114549 -1.218228
-1.058820 -1.304389
-1.124398 -1.315457
-1.084687 -1.300885
-1.054820 -1.198062
-1.164348 -1.399514
-1.148904 -1.487024
-1.105904 -1.219886
-1.054199 -1.300570
-1.065369 -1.281208
-1.046336 -1.248493
-1.105050 -1.385370
-1.082888 -1.182138
-1.099473 -1.194307
-1.067897 -1.354975
-1.049654 -1.366389
-1.137203 -1.252536
-1.115207 -1.418006
-1.082300 -1.196405
-1.063014 -1.239949
-1.117819 -1.457083
-1.162606 -1.319668
-1.133714 -1.502000
-1.086575 -1.245274
-1.100050 -1.407085
-1.070967 -1.238914
-1.039068 -1.364119
-1.132197 -1.273778
-1.121495 -1.367185
-1.098930 -1.320234
-1.087714 -1.205236
-1.050408 -1.361065
-1.164421 -1.362058
-1.079651 -1.304949
-1.046488 -1.344947
-1.038026 -1.249795
-1.107048 -1.275879
-1.134111 -1.454278
-1.113445 -1.221917
-1.164891 -1.394798
-1.063802 -1.357954
-1.086910 -1.275379
-1.100723 -1.219617
-1.066877 -1.386896
-1.093325 -1.504389
-1.100940 -1.512278
-1.114177 -1.360542
-1.085878 -1.455208
-1.041710 -1.340574
-1.035486 -1.292238
-1.050813 -1.347291
-1.137175 -1.409026
-1.128271 -1.299719
-1.125655 -1.220009
-1.127832 -1.430246
-1.172805 -1.370816
-1.071608 -1.416675
-1.045453 -1.343826
-1.080002 -1.477611
-1.110764 -1.249699
-1.056555 -1.383827
-1.133032 -1.343403
-1.096393 -1.438158
-1.070872 -1.313429
-1.098390 -1.200737
-1.071357 -1.171324
-1.147709 -1.495428
-1.067447 -1.344739
-1.127845 -1.372501
-1.105288 -1.210448
-1.044637 -1.328083
-1.149663 -1.279769
-1.159719 -1.313210
-1.149791 -1.354799
-1.162751 -1.449083
-1.174412 -1.384566
-1.080494 -1.434151
-1.114745 -1.339913
-1.142671 -1.411861
-1.110622 -1.405983
-1.146910 -1.368538
-1.096878 -1.210433
-1.162542 -1.451018
-1.062261 -1.332236
-1.100839 -1.387547
-1.123433 -1.359035
-1.049086 -1.397601
-1.091885 -1.261703
-1.047462 -1.280470
-1.099223 -1.222859
-1.112664 -1.323650
-1.157267 -1.330006
-1.112633 -1.207688
-1.113131 -1.498327
-1.107134 -1.394497
-1.139984 -1.494969
-1.149468 -1.352297
-1.112404 -1.264812
-1.044612 -1.338516
-1.037198 -1.234480
-1.134353 -1.293968
-1.126211 -1.456697
-1.095896 -1.490039
-1.049605 -1.315568
-1.122466 -1.269037
-1.149495 -1.292576
-1.175639 -1.470557
-1.055928 -1.351679
-1.046325 -1.329456
-1.160950 -1.493169
-1.132234 -1.403974
-1.131290 -1.326530
-1.041516 -1.256102
-1.068559 -1.233841
-1.079953 -1.453909
-1.135914 -1.349613
-1.102814 -1.451747
-1.094816 -1.331140
-1.150652 -1.499855
-1.118783 -1.472068
-1.078135 -1.410669
-1.101365 -1.198485
-1.066204 -1.218943
-1.149081 -1.289015
-1.044583 -1.318030
-1.152234 -1.439069
-1.054454 -1.221552
-1.100349 -1.509857
-1.103490 -1.373994
-1.136747 -1.244565
-1.116456 -1.338230
-1.172867 -1.394168
-1.090263 -1.193569
-1.119196 -1.386073
-1.122937 -1.306378
-1.140312 -1.450822
-1.058524 -1.231662
-1.154277 -1.488662
-1.069827 -1.334993
-1.147631 -1.264201
-1.090564 -1.183567
-1.135965 -1.311507
-1.056934 -1.381792
-1.108226 -1.488333
-1.152126 -1.292253
-1.120164 -1.216182
-1.129331 -1.383233
-1.039014 -1.347280
-1.124872 -1.260213
-1.085785 -1.259301
-1.172159 -1.489192
-1.043631 -1.257881
-1.103260 -1.216188
-1.077508 -1.442871
-1.066934 -1.361288
-1.052053 -1.333778
-1.153259 -1.326813
-1.126153 -1.343821
-1.168663 -1.367003
-1.131938 -1.535347
-1.122110 -1.484914
-1.044812 -1.378121
-1.108576 -1.287045
-1.136392 -1.290757
-1.079655 -1.347512
-1.079576 -1.381375
-1.112607 -1.454530
-1.161323 -1.465909
-1.055078 -1.311144
-1.125959 -1.467082
-1.152060 -1.496020
-1.137498 -1.529929
-1.060591 -1.445727
-1.117582 -1.335320
-1.178326 -1.449126
-1.092546 -1.295388
-1.082984 -1.380161
