# Data Analysis 
# Generated on: 2025-06-18 20:56:15
# Columns: Step, NS=0/MS=1, Time_Elapsed_s, Total_energy_calls, U_max
#
15000    0        0.000000     1500000000.0 21.324566   
15000    1        98.470588    1500000000.0 21.324566   
15010    1        119.132802   1500000010.0 21.311262   
15020    1        119.133502   1500000020.0 21.292561   
15030    1        119.134228   1500000030.0 21.275066   
15040    1        119.134933   1500000040.0 21.260843   
15050    1        119.135564   1500000050.0 21.242477   
15060    1        119.136298   1500000060.0 21.228268   
15070    1        119.137316   1500000070.0 21.218430   
15080    1        119.137878   1500000080.0 21.201712   
15090    1        119.138779   1500000090.0 21.188778   
15100    1        119.139484   1500000100.0 21.181181   
15110    1        119.140060   1500000110.0 21.166677   
15120    1        119.140789   1500000120.0 21.147631   
15130    1        119.141440   1500000130.0 21.132608   
15140    1        119.142059   1500000140.0 21.121794   
15150    1        119.142776   1500000150.0 21.116268   
15160    1        119.143494   1500000160.0 21.105331   
15170    1        119.144494   1500000170.0 21.086519   
15180    1        119.145455   1500000180.0 21.072083   
15190    1        119.146597   1500000190.0 21.063213   
15200    1        119.147359   1500000200.0 21.050091   
15210    1        119.148006   1500000210.0 21.039457   
15220    1        119.148714   1500000220.0 21.029556   
15230    1        119.149406   1500000230.0 21.015890   
15240    1        119.150401   1500000240.0 21.000847   
15250    1        119.151235   1500000250.0 20.980246   
15260    1        119.151970   1500000260.0 20.969561   
15270    1        119.152677   1500000270.0 20.957413   
15280    1        119.153304   1500000280.0 20.946447   
15290    1        119.154011   1500000290.0 20.927853   
15300    1        119.154725   1500000300.0 20.917515   
15310    1        119.155440   1500000310.0 20.895876   
15320    1        119.156139   1500000320.0 20.886194   
15330    1        119.156810   1500000330.0 20.876556   
15340    1        119.157501   1500000340.0 20.862291   
15350    1        119.158162   1500000350.0 20.843176   
15360    1        119.158863   1500000360.0 20.833395   
15370    1        119.159477   1500000370.0 20.814135   
15380    1        119.160451   1500000380.0 20.807800   
15390    1        119.161176   1500000390.0 20.794542   
15400    1        119.161732   1500000400.0 20.778927   
15410    1        119.162300   1500000410.0 20.768148   
15420    1        119.163065   1500000420.0 20.755625   
15430    1        119.163734   1500000430.0 20.742809   
15440    1        119.164388   1500000440.0 20.728016   
15450    1        119.165127   1500000450.0 20.719898   
