# Step: 4
# U_max: -0.009862694889307022
# x (configurations):
-1.129904 -1.900675
-1.243067 -1.873789
-1.022033 -1.455293
-1.031126 -0.984610
-0.902026 -0.971559
-0.974523 -1.226217
-1.099796 -0.970712
-1.118969 -1.503262
-0.911154 -1.358281
-1.022654 -1.707244
-1.194871 -1.024133
-1.286073 -1.552699
-1.028699 -1.309234
-0.953303 -1.311839
-1.085180 -0.892862
-1.287676 -1.312612
-1.130721 -1.241610
-1.108185 -1.454195
-1.059257 -1.256180
-0.999339 -1.323958
-0.963434 -1.346094
-1.080687 -0.893840
-1.249418 -1.244139
-1.279062 -1.644746
-1.045287 -0.814797
-0.947896 -0.816487
-1.046944 -1.276707
-0.941959 -0.777508
-1.151614 -1.270629
-1.008221 -1.280637
-1.062629 -1.549811
-1.235667 -1.353984
-1.000667 -1.482147
-0.899638 -0.974205
-1.059108 -1.447616
-1.178576 -1.760727
-1.037402 -1.404089
-1.159004 -1.849601
-1.027319 -1.633722
-1.028382 -0.800292
-0.872667 -1.234716
-1.110941 -1.841261
-0.974795 -1.241010
-1.003892 -1.213680
-1.198152 -1.389851
-1.173725 -0.960787
-0.845696 -1.001430
-1.305268 -1.530654
-1.109464 -0.847341
-1.309795 -1.750354
-1.316540 -1.523186
-1.153952 -1.201293
-0.862279 -1.096235
-1.138320 -1.906956
-0.915192 -1.289969
-1.243512 -1.777602
-0.898993 -1.310291
-1.194074 -0.954173
-1.047439 -1.671158
-0.999127 -1.674466
-1.266018 -1.553785
-1.034037 -1.080287
-1.089963 -1.696778
-1.150901 -1.219796
-1.068744 -1.729214
-1.016424 -1.741108
-0.963384 -0.814888
-1.286256 -1.848654
-1.079303 -1.054682
-1.046876 -1.813821
-1.241498 -1.518477
-1.050670 -1.272043
-1.236264 -1.852949
-0.872787 -0.989860
-1.227316 -1.558308
-1.175864 -1.713632
-1.165768 -1.575667
-1.239732 -1.453236
-0.935653 -1.428718
-1.069004 -1.232491
-1.191748 -1.351901
-1.107314 -0.982502
-0.896259 -0.970179
-0.867957 -1.237988
-1.276242 -1.377197
-1.035398 -1.639591
-1.149029 -1.352417
-1.195977 -1.714008
-1.072208 -0.983318
-1.103240 -1.444478
-1.149598 -1.526260
-0.938100 -1.136207
-1.200204 -1.432250
-1.287508 -1.742814
-1.057809 -0.883566
-0.892587 -0.913579
-0.932029 -1.496926
-0.924091 -0.868118
-0.994399 -1.574116
-1.314800 -1.541887
-1.233020 -1.102702
-1.274634 -1.676990
-0.973633 -1.403050
-0.994750 -0.829632
-1.298870 -1.675355
-1.200454 -1.392955
-1.200167 -1.549108
-1.203924 -1.017357
-1.252743 -1.917220
-1.031810 -1.140729
