# Step: 5
# U_max: -2.8874714374542236
# Energy-calls: 126250.0
# x (configurations):
-1.274337 -1.678295
-1.114658 -1.241430
-1.105322 -1.404466
-1.162896 -1.372006
-1.150220 -1.448093
-1.157965 -1.135164
-1.028659 -1.044996
-1.169828 -1.272739
-1.136531 -1.663262
-1.053018 -1.540810
-1.088623 -1.067504
-1.170709 -1.573625
-1.106747 -1.220531
-0.942400 -1.110622
-1.147959 -1.731224
-1.305265 -1.395095
-1.041197 -1.582500
-0.959675 -1.425792
-1.008178 -1.420053
-1.220097 -1.526251
-0.940698 -1.287919
-1.154041 -1.148003
-0.964879 -1.005329
-1.118826 -1.654788
-1.096954 -1.381608
-1.230147 -1.539440
-1.104701 -1.651094
-1.141647 -1.142566
-1.068953 -1.703827
-1.077106 -1.601400
-1.183041 -1.401367
-1.087517 -1.596795
-1.026128 -0.980684
-0.923436 -1.050146
-1.070835 -1.159613
-1.196768 -1.782156
-1.193267 -1.490263
-0.972952 -1.184163
-1.242035 -1.388187
-1.124130 -1.061233
-1.094213 -1.581764
-1.246474 -1.595582
-0.975318 -1.355477
-1.108446 -1.059011
-1.118039 -1.666249
-1.033374 -1.239293
-1.103861 -1.008788
-1.192681 -1.472883
-1.155362 -0.944592
-1.118930 -1.478280
-1.236048 -1.640658
-1.137831 -1.638076
-1.241145 -1.392696
-1.273015 -1.304855
-1.088284 -1.056975
-1.089263 -1.232882
-1.172501 -1.396352
-1.242509 -1.449205
-1.028554 -1.420312
-0.993617 -1.313296
-1.126732 -1.528881
-1.150978 -1.235173
-1.079945 -1.210568
-1.223398 -1.341997
-1.233652 -1.531602
-1.176922 -1.588513
-1.161412 -1.709297
-1.068409 -1.174174
-1.059766 -1.603371
-1.131953 -1.814966
-1.098106 -1.257364
-1.175287 -1.274740
-1.079329 -1.116472
-1.030479 -1.068795
-1.179716 -1.645304
-0.952325 -1.167439
-1.002867 -1.490018
-0.991748 -1.492598
-1.265143 -1.270412
-1.209694 -1.439307
-0.952944 -1.389284
-1.126701 -1.562902
-1.029076 -1.122288
-1.078787 -1.355498
-1.205900 -1.745223
-1.082413 -1.360363
-0.958809 -1.231563
-1.144280 -1.484730
-1.220123 -1.767776
-1.105960 -1.129734
-1.109846 -1.488724
-0.973567 -1.342436
-1.146238 -1.403099
-1.246725 -1.545578
-1.098497 -1.153264
-1.087700 -1.192089
-1.075901 -1.028642
-1.174428 -1.690848
-1.241944 -1.313761
-1.021740 -1.527809
-0.953192 -1.306402
-1.078544 -1.151989
-1.205883 -1.453454
-1.163424 -1.134198
-1.217027 -1.446766
-1.121234 -1.169415
-1.148908 -1.293199
-1.056263 -1.116658
-1.047076 -1.501108
-1.024011 -0.984163
-1.037033 -1.221463
-1.215425 -1.169433
-1.001340 -1.417834
-1.004105 -1.356967
-1.195446 -1.518065
-1.227024 -1.337256
-1.239096 -1.441613
-0.979357 -1.288993
-1.158631 -1.678512
-1.147255 -1.246088
-0.960355 -1.236301
-1.053451 -1.145321
-1.214100 -1.152400
-1.120369 -1.617607
-1.015610 -1.331067
-1.098117 -1.624128
-1.020978 -1.045726
-1.186030 -1.555256
-1.148825 -1.541842
-1.169510 -1.694081
-1.170389 -1.188421
-1.128707 -1.819787
-1.050804 -1.474389
-1.273279 -1.548152
-1.173328 -1.218800
-0.990684 -1.314500
-1.108985 -1.426079
-1.013386 -1.365738
-1.136629 -1.458128
-1.090167 -1.513294
-1.096172 -1.385854
-1.080619 -1.029686
-1.013988 -1.371112
-1.010440 -1.392521
-1.205902 -1.207187
-1.255695 -1.325741
-1.211583 -1.640586
-0.955318 -1.054016
-1.232852 -1.634665
-1.001288 -1.399738
-1.208252 -1.532271
-1.187593 -1.507019
-1.117240 -1.405866
-1.140782 -1.471312
-1.047958 -1.363862
-1.156289 -1.286728
-0.994573 -1.356785
-1.033833 -1.269187
-1.171140 -1.612654
-1.146260 -1.271029
-1.117255 -1.643497
-1.165248 -0.956884
-1.176101 -1.204440
-0.874574 -1.273320
-1.145064 -1.601421
-1.135654 -1.688318
-0.984547 -1.254133
-1.062789 -1.293724
-1.153745 -1.126966
-1.259050 -1.634856
-1.157199 -1.221977
-0.960722 -1.112904
-1.232651 -1.331468
-1.137379 -1.161705
-1.138553 -1.651543
-1.041512 -1.309148
-1.187209 -1.683211
-1.003955 -1.173648
-1.245093 -1.710562
-1.085545 -1.019611
-1.356807 -1.552296
-1.154696 -1.282216
-1.064834 -1.123315
-1.196234 -1.445447
-1.221587 -1.559233
-0.982019 -1.132035
-1.260770 -1.715427
-1.154991 -1.403270
-0.988804 -1.125099
-1.159661 -1.359422
-0.987021 -1.163115
-1.188206 -1.432139
-1.074390 -1.567925
-0.947296 -1.233974
-1.243667 -1.293638
-1.005745 -1.593112
-1.104137 -1.178164
-1.289457 -1.520298
-1.155437 -1.655913
-1.241700 -1.710693
