# Step: 5
# U_max: -2.8874714374542236
# Energy-calls: 126250.0
# x (configurations):
-0.942035 -1.074067
-1.104330 -1.218589
-1.212940 -1.643067
-1.076540 -1.171739
-1.194137 -1.665894
-1.023849 -1.611066
-1.231654 -1.734082
-1.018057 -1.147687
-0.964533 -1.246641
-1.159873 -1.423337
-1.129286 -1.506470
-1.116039 -1.710460
-1.128899 -1.015482
-1.082618 -1.373675
-0.955969 -1.126565
-0.992123 -1.471543
-1.184360 -1.190274
-1.151443 -1.102439
-1.032334 -1.589566
-0.945486 -1.284703
-0.974924 -1.145541
-1.158737 -1.350665
-1.144738 -1.605124
-1.114004 -1.227003
-1.158976 -1.070415
-1.132867 -1.703606
-1.191753 -1.682280
-0.996130 -1.527973
-1.050401 -1.316506
-1.052633 -1.559652
-1.018222 -1.245072
-0.966380 -0.988295
-1.070216 -1.515511
-1.084375 -1.356384
-1.201622 -1.473674
-1.057333 -1.115756
-1.198074 -1.744356
-1.043880 -1.226068
-1.070213 -1.235059
-1.198085 -1.519559
-1.148778 -1.342119
-1.068540 -1.634171
-1.239732 -1.267534
-1.031039 -0.980749
-1.201243 -1.521777
-0.984002 -1.487692
-1.266462 -1.483738
-1.097008 -1.420222
-1.010416 -1.411581
-1.057467 -1.098702
-0.954482 -1.388099
-1.170985 -1.129165
-0.962596 -1.169143
-1.047551 -1.486939
-1.158371 -1.754803
-1.014894 -1.430408
-0.942544 -1.195657
-1.000511 -1.270638
-0.991477 -1.164246
-1.241333 -1.387966
-1.105221 -1.545646
-1.050393 -1.609643
-0.973916 -1.406345
-1.039916 -1.289894
-1.149999 -1.609308
-1.016685 -1.466462
-1.162103 -1.468188
-1.050808 -1.291461
-1.176326 -1.464885
-1.041772 -1.401348
-1.168935 -1.223189
-0.968293 -1.011077
-1.080297 -1.385993
-1.085268 -1.709573
-0.955237 -1.095583
-1.200184 -1.393080
-0.970543 -1.318583
-0.959404 -1.195398
-1.115300 -1.535680
-1.184405 -1.677309
-1.217080 -1.625812
-1.153873 -1.211513
-1.195072 -1.719178
-1.047843 -1.517574
-1.195685 -1.676552
-1.150131 -1.480342
-1.054355 -1.276673
-1.241524 -1.280509
-1.123849 -1.109508
-1.149166 -1.190102
-1.157501 -1.330372
-1.013690 -1.368671
-1.010130 -1.251000
-1.040729 -1.398300
-0.993704 -1.076073
-1.035220 -1.169337
-1.244733 -1.618218
-1.079269 -1.262607
-1.046599 -1.051290
