# Step: 1
# U_max: 1.0
# x (configurations):
0.402891 -0.041614
-1.317745 -0.047430
1.069001 -1.032766
-0.927748 -2.366577
0.352744 0.748009
-0.025651 -1.866982
-1.174767 0.820767
0.918069 -2.085116
0.346275 1.663138
0.080726 0.856519
-0.854482 0.334196
1.091510 -1.215723
-0.360811 -1.746579
-0.043603 -1.080840
0.617483 -1.337354
-0.836860 -0.023993
-1.263074 -1.361919
-0.078178 -2.716488
-0.557342 -0.443668
-0.949206 0.215176
-0.688486 0.491569
-0.495785 -1.159290
1.133429 1.367342
0.139093 -0.085867
-1.095967 -2.322969
1.061577 -0.918657
1.210090 0.805201
-0.014695 0.556474
1.020443 -1.481491
-1.080603 -0.362026
0.363189 -2.766142
-0.034615 1.932619
0.043093 1.556583
0.539565 2.393677
1.331827 1.993703
0.201406 0.329864
1.251851 2.029758
-0.738406 -0.254466
-0.828813 -1.900195
-0.592332 -0.578642
1.255818 0.764867
0.003126 -1.603246
-0.077902 -0.697876
1.254386 2.645256
0.229805 2.321877
0.207870 2.189544
1.252964 -0.782211
0.270853 -1.352006
-1.217449 0.164556
0.886837 0.322075
-0.112136 -0.251865
0.474973 1.459614
1.172197 -0.502486
-0.337782 0.811111
0.634647 -1.592307
-1.070418 -0.060308
-0.405653 -1.726685
0.005216 -2.796238
1.190755 0.681672
-0.426721 -0.295732
1.310419 2.161750
-0.720618 -0.492452
-0.830505 -0.740649
0.807692 1.398706
0.848935 -0.823099
-0.696301 -1.364159
0.767322 1.024222
0.636006 2.452150
-0.787889 -1.825298
0.519198 3.041942
-0.066489 -0.904482
0.238395 2.012829
-1.390450 -0.605270
1.345090 -0.325172
-1.023190 0.042604
0.819939 -1.222062
0.110804 -0.811713
-0.300245 -0.377678
-0.698543 -1.204204
-0.323180 1.351139
1.235345 -0.173290
-0.614378 0.526855
0.442628 1.415513
0.058008 1.964298
0.449695 -1.752439
-0.860238 -1.530232
1.030896 -1.462443
-0.201210 0.369903
-1.147743 -1.541308
1.301517 0.706403
-0.805740 0.472594
0.423322 -1.699626
-0.787149 -1.424885
-1.163215 -0.407233
1.306460 0.350856
0.151541 -0.525984
1.210515 2.096948
1.174906 0.462648
0.466700 -0.194582
0.059801 2.223716
0.461008 -1.906891
0.519882 0.559285
1.009337 -0.959001
-0.426054 -1.553354
-0.690346 1.148165
-0.020630 -1.535368
0.084930 0.093640
0.879244 1.639587
-0.598072 0.309419
-1.297850 -0.383219
1.330705 1.058701
0.380259 0.327716
0.453836 -1.559093
-0.263839 1.161183
-1.088340 -1.523037
-0.122365 -1.285789
1.137288 -1.482103
1.346263 0.837043
-0.095537 2.277651
-1.631717 -1.860116
-0.574350 -0.023445
-0.984696 -0.365715
-0.439640 0.934777
-0.069664 -0.264264
0.970179 -1.824354
-0.085700 -2.204477
0.657088 -1.276584
-0.057318 -0.630817
0.839296 0.464864
0.903258 0.299733
-0.624343 -2.811896
-0.817598 0.499604
-0.111421 -0.058412
1.257667 1.748788
0.489297 0.516683
0.577261 -0.550987
0.506165 1.376191
0.080380 0.580530
-0.231608 -0.365039
-0.355179 -0.058261
-0.218630 0.587049
0.281835 -1.066858
1.024990 -0.405412
0.555190 2.504838
1.298572 0.110842
-1.460389 -2.311219
0.441368 -0.295636
-0.541198 -1.381026
-0.477283 -2.450192
1.294699 2.447578
0.230447 -1.009142
1.497095 0.371339
0.516213 2.158968
0.405901 1.989248
-0.606472 -1.738889
