# Step: 1
# U_max: 56.423805236816406
# x (configurations):
0.395389 1.738221
-2.179762 -0.573005
-0.855606 -2.601031
1.362965 4.636354
-1.290799 -1.287625
-2.074612 -2.862226
-0.582868 2.405931
1.479534 2.819310
-0.429205 1.269387
-0.992517 -0.067707
-0.568742 -3.198172
0.649764 4.594301
1.922114 -0.435675
0.258799 3.565820
-1.075027 -2.949191
0.773220 -0.705648
1.473443 -0.159348
-2.219637 -4.823956
-0.297704 3.285391
0.823305 -2.736840
-0.348575 2.930416
-0.820993 -1.819564
-0.121595 3.573270
-2.179762 -0.604272
-0.273703 -1.592822
1.657355 4.173183
0.979894 0.132033
-0.292427 3.036501
0.048052 3.505982
-0.985751 -4.688409
1.109623 4.454513
0.734007 2.897783
1.150706 1.306257
0.388152 3.495589
-0.489080 2.566564
-1.786266 -3.450179
-2.087126 -1.299199
-0.434924 -3.888113
-1.726250 1.564450
0.037382 -2.147412
2.008948 -0.240946
-1.956146 -5.642179
-1.138459 -3.454112
-2.106553 -4.059812
0.704237 2.182495
0.125025 -1.198100
1.610384 3.565240
-1.216158 -2.942642
-1.405919 0.720857
0.342106 2.529585
-1.580049 -4.498491
-1.821533 -0.461741
0.302268 1.871947
-0.659424 -2.594702
1.773807 -0.218963
-2.128283 -3.919422
1.731532 0.472751
1.653003 1.880967
-0.632961 2.597428
0.910349 -1.012061
-0.620272 -1.351455
0.112200 -1.338850
-0.828329 -5.289451
-1.044335 -1.762192
-0.963071 -2.558511
1.273575 3.335093
0.234990 1.877860
-0.089310 -3.554725
0.628828 -0.900435
0.461742 -3.021177
-1.500294 -0.631224
-1.065926 1.282217
-1.211146 1.243988
-0.070938 -1.245267
-1.603489 -4.370225
0.343251 -3.560966
0.728231 -1.150368
1.397082 3.298529
0.970312 4.755819
-1.729005 0.072526
-1.127869 3.030537
-0.493933 0.168897
1.479055 2.964879
-1.735991 -0.577777
-1.296932 -3.281614
-1.745973 -1.549955
0.935261 1.951445
1.773272 -1.830654
1.625506 2.624027
1.223536 0.160341
-0.608924 -1.147076
-1.138235 0.590748
-0.166617 -3.261435
1.054345 0.206092
0.362688 3.735237
0.436500 -3.755792
2.044587 0.577963
-0.239610 -2.367558
0.942801 -2.261823
-0.882977 -4.270800
0.496545 2.738955
-1.898429 -2.516282
-0.767244 -1.613518
0.207111 -2.595639
-0.465995 2.120788
0.760977 3.492537
0.429340 3.385061
0.390553 2.796271
0.984019 -0.806946
0.167240 -0.262683
2.043549 1.684067
-0.124300 -2.440534
-0.378853 -2.837284
-1.081369 2.583038
-1.120043 -0.890697
1.912390 3.979247
-0.543982 0.810817
1.051536 -1.208564
2.069813 -0.583871
0.886231 -0.064396
1.007055 -1.389609
0.231107 2.551118
-0.573420 3.066918
0.787313 3.663977
-2.165387 -4.101382
-0.261913 -2.031250
-0.075823 3.329378
1.361982 3.628932
-2.128430 -0.733274
-1.778894 -1.109921
-2.322755 -3.161200
-0.485592 -4.439734
-1.325469 -1.065914
-1.373085 -3.351129
-0.534621 2.643450
-0.377486 3.296919
1.705969 2.859429
-1.548556 -1.281157
-1.779619 -4.020440
-1.296964 -5.597929
1.849937 -1.195763
