# Step: 150000.0
# U_max: -3.3129587173461914
# Energy-calls: 150000
# x (configurations):
-1.144354 -1.433606
-1.088124 -1.324922
-1.098879 -1.249719
-1.124750 -1.264942
-1.077632 -1.309528
-1.125228 -1.285415
-1.131035 -1.317964
-1.080733 -1.354910
-1.071610 -1.240178
-1.078675 -1.291167
-1.072809 -1.276670
-1.144063 -1.352549
-1.122057 -1.439239
-1.132345 -1.370654
-1.116852 -1.373814
-1.080707 -1.351617
-1.082609 -1.349927
-1.095233 -1.267638
-1.109920 -1.272573
-1.154279 -1.416225
-1.065564 -1.316409
-1.094763 -1.457969
-1.096864 -1.237865
-1.077248 -1.302930
-1.152096 -1.364708
-1.147564 -1.454894
-1.110455 -1.285241
-1.120107 -1.460095
-1.089916 -1.279801
-1.150934 -1.351209
-1.062371 -1.268749
-1.150225 -1.346892
-1.114211 -1.441792
-1.087044 -1.428677
-1.101369 -1.418880
-1.104383 -1.324595
-1.129293 -1.445536
-1.134406 -1.451760
-1.089623 -1.419471
-1.104362 -1.404560
-1.115943 -1.306500
-1.086383 -1.294745
-1.068648 -1.261300
-1.129395 -1.436830
-1.152387 -1.433322
-1.110255 -1.244905
-1.102894 -1.434460
-1.074157 -1.255654
-1.078732 -1.306776
-1.090611 -1.348021
-1.153677 -1.370754
-1.078399 -1.232162
-1.140995 -1.353738
-1.120402 -1.469997
-1.144087 -1.329148
-1.129003 -1.270804
-1.105837 -1.383190
-1.124642 -1.436176
-1.077108 -1.398670
-1.094961 -1.341321
-1.085605 -1.356637
-1.135500 -1.478000
-1.079330 -1.428787
-1.057590 -1.342458
-1.120491 -1.454278
-1.141927 -1.315421
-1.097484 -1.405255
-1.139273 -1.418728
-1.118464 -1.466229
-1.118053 -1.320407
-1.114666 -1.445367
-1.087263 -1.235995
-1.140586 -1.350082
-1.073521 -1.280826
-1.156210 -1.413953
-1.145226 -1.403589
-1.078412 -1.300205
-1.125477 -1.313347
-1.079609 -1.282535
-1.125596 -1.276924
-1.115225 -1.325879
-1.098485 -1.251550
-1.130280 -1.400650
-1.100458 -1.460963
-1.074940 -1.360949
-1.131109 -1.402207
-1.079742 -1.393015
-1.097561 -1.294306
-1.156363 -1.379143
-1.086257 -1.239940
-1.140992 -1.307366
-1.145544 -1.364118
-1.114534 -1.447592
-1.083209 -1.285320
-1.146209 -1.463496
-1.116727 -1.303700
-1.121331 -1.261413
-1.131892 -1.436157
-1.108908 -1.246465
-1.110435 -1.335951
-1.103013 -1.364172
-1.097211 -1.251644
-1.102394 -1.339189
-1.138964 -1.372344
-1.094809 -1.289443
-1.062414 -1.253691
-1.059815 -1.304119
-1.095592 -1.358935
-1.093727 -1.298246
-1.108644 -1.463134
-1.098167 -1.324171
-1.084178 -1.413551
-1.141478 -1.476711
-1.074126 -1.386759
-1.134728 -1.325095
-1.055834 -1.287473
-1.095436 -1.406066
-1.081204 -1.272750
-1.112196 -1.300572
-1.079122 -1.370482
-1.138314 -1.310814
-1.062369 -1.371436
-1.078800 -1.343301
-1.149365 -1.376477
-1.116266 -1.431334
-1.128278 -1.332766
-1.150065 -1.349239
-1.116462 -1.259333
-1.124098 -1.335190
-1.132028 -1.437312
-1.135541 -1.412100
-1.106717 -1.442704
-1.133104 -1.458359
-1.127537 -1.348655
-1.125450 -1.358081
-1.086917 -1.389608
-1.106796 -1.441268
-1.118590 -1.360626
-1.101995 -1.383941
-1.115123 -1.373041
-1.114137 -1.347712
-1.090183 -1.435464
-1.097687 -1.464370
-1.106965 -1.263019
-1.101072 -1.405328
-1.086132 -1.335373
-1.063130 -1.255327
-1.094545 -1.416173
-1.105043 -1.421718
-1.130666 -1.417339
-1.082195 -1.429679
-1.125820 -1.281866
-1.087430 -1.251941
-1.116587 -1.460404
-1.096477 -1.380630
-1.069174 -1.296714
-1.079064 -1.379744
-1.146105 -1.425258
-1.114838 -1.474560
-1.102786 -1.409115
-1.076659 -1.389006
-1.114313 -1.261624
-1.080508 -1.408677
-1.076525 -1.313531
-1.089367 -1.385550
-1.131244 -1.302303
-1.100107 -1.259235
-1.114787 -1.460166
-1.066030 -1.376410
-1.121442 -1.466697
-1.102996 -1.453233
-1.116241 -1.358450
-1.153779 -1.364328
-1.122026 -1.389820
-1.072002 -1.310034
-1.124176 -1.317207
-1.109719 -1.471259
-1.076272 -1.398573
-1.070657 -1.239004
-1.086800 -1.388666
-1.115707 -1.436170
-1.109386 -1.359836
-1.069858 -1.383831
-1.155279 -1.406372
-1.093088 -1.230192
-1.118822 -1.342111
-1.153127 -1.365437
-1.111392 -1.301805
-1.113487 -1.353338
-1.116982 -1.265433
-1.144280 -1.406084
-1.099083 -1.403720
-1.095454 -1.428174
-1.078487 -1.361507
-1.090526 -1.246390
-1.080312 -1.251733
-1.111062 -1.345848
-1.082457 -1.380824
-1.102732 -1.338145
-1.128502 -1.464229
-1.121226 -1.437890
-1.128134 -1.316998
-1.112337 -1.401360
-1.064492 -1.379640
-1.084400 -1.385413
-1.126330 -1.439789
-1.083592 -1.432981
-1.101550 -1.449718
-1.090508 -1.409102
-1.055692 -1.330924
-1.073599 -1.363445
-1.110093 -1.368076
-1.140519 -1.399253
-1.095148 -1.231326
-1.136454 -1.451457
-1.121059 -1.455634
-1.066403 -1.380900
-1.124732 -1.416480
-1.114996 -1.297905
-1.140100 -1.380089
-1.091355 -1.437440
-1.152364 -1.379466
-1.108764 -1.442013
-1.066358 -1.284585
-1.075454 -1.354408
-1.079668 -1.238748
-1.134772 -1.297394
-1.080182 -1.312051
-1.126758 -1.303207
-1.149925 -1.418081
-1.093197 -1.371723
-1.082709 -1.281040
-1.126639 -1.342568
-1.138138 -1.323958
-1.151939 -1.348426
-1.122884 -1.444354
-1.067155 -1.302299
-1.121719 -1.315014
-1.090198 -1.406545
-1.056936 -1.320086
-1.131942 -1.342430
-1.092007 -1.374757
-1.126126 -1.389031
-1.112180 -1.283442
-1.085503 -1.354650
-1.092871 -1.289354
-1.065499 -1.326280
-1.083371 -1.277499
-1.152528 -1.445112
-1.148627 -1.434538
-1.107045 -1.319912
-1.103073 -1.287439
-1.055803 -1.326234
-1.055117 -1.298512
-1.083264 -1.349125
-1.100668 -1.373915
-1.119180 -1.367285
-1.078022 -1.288713
-1.058392 -1.353198
-1.092664 -1.363573
-1.134049 -1.362742
-1.147306 -1.376816
-1.078717 -1.420774
-1.097953 -1.333902
-1.066059 -1.253119
-1.062399 -1.337517
-1.111108 -1.340257
-1.108479 -1.397891
-1.077663 -1.240137
-1.115668 -1.260084
-1.131151 -1.315339
-1.108451 -1.279921
-1.143705 -1.422967
-1.060881 -1.345893
-1.097984 -1.297177
-1.095062 -1.392868
-1.090000 -1.429235
-1.082904 -1.293929
-1.076050 -1.338248
-1.123609 -1.282214
-1.100390 -1.253578
-1.099017 -1.311371
-1.089227 -1.241832
-1.145123 -1.337052
-1.113939 -1.477080
-1.062928 -1.330285
-1.120998 -1.407370
-1.122577 -1.472133
-1.121839 -1.259226
-1.128978 -1.435628
-1.088186 -1.352618
-1.086511 -1.358646
-1.091113 -1.344356
-1.139650 -1.313962
-1.100543 -1.463018
-1.126024 -1.310365
-1.089777 -1.445800
-1.060049 -1.340516
-1.106169 -1.252294
-1.113271 -1.311158
-1.065249 -1.376028
-1.066561 -1.268348
-1.114574 -1.481513
-1.098003 -1.453011
-1.107002 -1.332614
-1.084462 -1.228501
-1.125889 -1.317734
-1.134019 -1.383404
-1.093783 -1.303087
-1.113365 -1.371795
-1.147623 -1.397830
-1.099171 -1.370425
-1.143135 -1.454129
-1.136277 -1.390821
-1.106250 -1.327545
-1.095088 -1.390458
-1.135767 -1.428285
-1.112617 -1.406640
-1.103100 -1.400941
-1.147159 -1.461321
-1.111369 -1.397147
-1.096119 -1.388728
-1.106989 -1.434697
-1.109984 -1.475422
-1.112953 -1.408835
-1.126084 -1.443110
-1.116968 -1.345734
-1.106020 -1.449874
-1.076854 -1.411964
-1.099437 -1.418259
