# Step: 26000.0
# U_max: 9.561454772949219
# Energy-calls: 26000
# x (configurations):
0.814336 -0.251653
-1.565682 -2.237388
0.219109 0.239090
-1.284853 -3.469594
-0.727522 -1.351738
0.389982 1.081212
-0.612447 0.139701
0.292839 0.863124
-0.943473 -2.070493
-0.376569 -1.595717
-0.908080 0.549809
-0.791997 -2.612123
-0.580964 1.001277
-1.789036 -1.635266
0.272217 1.010370
-0.430526 0.577701
-1.380751 -1.850404
-0.810267 -2.642060
-0.909466 -0.296866
1.066980 1.753082
0.837833 -0.019876
-0.618400 -1.202534
-0.739754 -0.781799
0.930668 -0.624571
0.967073 -0.348277
-1.184313 -0.259805
-0.437226 -0.780692
0.431228 1.463988
-1.270319 0.129867
-1.692596 -2.151032
-0.927074 0.190700
-0.270501 1.024288
0.417423 0.573254
-1.053268 -2.848246
-0.765332 0.377777
-0.645951 -2.608251
-0.645779 -0.380623
-1.612167 -2.537774
-1.618999 -0.662808
0.383896 -0.299392
-0.846851 -2.234825
0.055091 -0.348479
-0.477391 0.652106
-1.659880 -1.787596
-0.860791 -1.317116
-0.814122 -2.449123
-0.912106 -2.450112
0.874879 0.870890
-1.494418 -1.427207
1.243553 1.708578
0.037711 -1.296057
1.218158 0.912912
-0.493136 -2.147646
1.054952 -0.064861
0.851511 1.330554
0.046904 -0.298948
0.823154 1.890443
-1.538794 -3.361407
-1.128055 -2.427852
-1.422666 -0.814571
-1.098937 0.608352
-0.752408 0.338386
0.169354 0.712719
0.928160 1.513891
-0.429394 -1.842805
0.878506 -0.851834
-1.047329 -1.343454
-0.393050 -0.796215
-0.666852 0.911017
-1.308004 -3.107295
0.541571 0.036236
-0.494722 0.816155
-0.228906 -1.369968
-0.656443 -0.210673
0.754867 0.571233
0.325751 0.873647
-1.007293 -0.824458
-0.409438 -0.761225
0.150361 -0.171598
0.568195 -0.378795
-0.931064 -0.667814
1.082267 -0.017375
0.955241 2.017178
-0.598531 -2.343608
-1.486351 -3.082352
-1.129321 0.052691
0.886805 0.673556
0.373936 -0.728349
-0.465147 -2.273544
-0.057453 -1.633184
-0.077521 0.900852
-0.622913 -0.255255
0.163724 -0.865865
