# Energy vs Time Data
# Generated on: 2025-06-13 11:58:07
# Columns: Step, Time_Elapsed_s, U_max, Acceptance_Ratio, dx
#
1        0.019777     63.299732    0.996090     0.600000    
76       0.234695     62.915321    0.951010     0.600000    
151      0.438149     62.617462    0.949470     0.600000    
226      0.642234     62.199539    0.949730     0.600000    
301      0.847266     61.793816    0.946630     0.600000    
376      1.087923     61.494953    0.948800     0.600000    
451      1.298348     61.158646    0.948540     0.600000    
526      1.500897     60.785522    0.949040     0.600000    
601      1.703190     60.421799    0.947960     0.600000    
676      1.906703     60.160461    0.949730     0.600000    
751      2.110028     59.815601    0.947400     0.600000    
826      2.314109     59.511726    0.946540     0.600000    
901      2.516445     59.192196    0.949420     0.600000    
976      2.719725     58.868031    0.947480     0.600000    
1051     2.923905     58.560570    0.947020     0.600000    
1126     3.126521     58.258987    0.948600     0.600000    
1201     3.329966     57.918526    0.947490     0.600000    
1276     3.547133     57.543442    0.947860     0.600000    
1351     3.752650     57.207359    0.947110     0.600000    
1426     3.955856     56.873619    0.947390     0.600000    
1501     4.159451     56.601585    0.948700     0.600000    
1576     4.362318     56.314888    0.948100     0.600000    
1651     4.566432     56.050140    0.948760     0.600000    
1726     4.768989     55.717354    0.947650     0.600000    
1801     4.973325     55.398842    0.947600     0.600000    
1876     5.175192     55.050888    0.945530     0.600000    
1951     5.379031     54.755951    0.945480     0.600000    
2026     5.581837     54.496071    0.946390     0.600000    
2101     5.785728     54.261349    0.947770     0.600000    
2176     6.005006     53.987930    0.946050     0.600000    
2251     6.208960     53.716381    0.946020     0.600000    
2326     6.411116     53.434509    0.947400     0.600000    
2401     6.614881     53.101742    0.944660     0.600000    
2476     6.819785     52.790028    0.945300     0.600000    
2551     7.023119     52.526237    0.944940     0.600000    
2626     7.225891     52.238205    0.945030     0.600000    
2701     7.428370     51.950165    0.946160     0.600000    
2776     7.631116     51.696213    0.945990     0.600000    
2851     7.834511     51.328369    0.945320     0.600000    
2926     8.037874     51.050133    0.945450     0.600000    
3001     8.241564     50.766876    0.944810     0.600000    
3076     8.445121     50.490726    0.945220     0.600000    
3151     8.647756     50.218536    0.946030     0.600000    
3226     8.851517     49.970634    0.945900     0.600000    
3301     9.054717     49.696266    0.945160     0.600000    
3376     9.256528     49.503822    0.942970     0.600000    
3451     9.459575     49.238525    0.944210     0.600000    
3526     9.662845     48.923092    0.945790     0.600000    
3601     9.865402     48.730637    0.944920     0.600000    
3676     10.067596    48.445419    0.944400     0.600000    
3751     10.273893    48.172039    0.944590     0.600000    
3826     10.476988    47.891361    0.943800     0.600000    
3901     10.680150    47.609215    0.945660     0.600000    
3976     10.884601    47.328949    0.944430     0.600000    
4051     11.088473    47.090889    0.942670     0.600000    
4126     11.292663    46.811901    0.942810     0.600000    
4201     11.498695    46.571884    0.943630     0.600000    
4276     11.703932    46.321285    0.943620     0.600000    
4351     11.911471    46.066971    0.944230     0.600000    
4426     12.116584    45.857418    0.942710     0.600000    
4501     12.324279    45.599770    0.943260     0.600000    
4576     12.533152    45.374229    0.942830     0.600000    
4651     12.739050    45.101086    0.943110     0.600000    
4726     12.944429    44.835556    0.943360     0.600000    
4801     13.155819    44.625340    0.941920     0.600000    
4876     13.364553    44.422546    0.943450     0.600000    
4951     13.574692    44.238037    0.942090     0.600000    
5026     13.781823    44.024483    0.943070     0.600000    
5101     13.991416    43.786572    0.942510     0.600000    
5176     14.202702    43.575897    0.943230     0.600000    
5251     14.412409    43.402664    0.942170     0.600000    
5326     14.622402    43.166710    0.941910     0.600000    
5401     14.833321    42.957726    0.943570     0.600000    
5476     15.044240    42.748394    0.942220     0.600000    
5551     15.256340    42.510418    0.943290     0.600000    
5626     15.468145    42.286926    0.940610     0.600000    
5701     15.679240    42.071533    0.941210     0.600000    
5776     15.892223    41.837681    0.943150     0.600000    
5851     16.104084    41.581059    0.940450     0.600000    
5926     16.419631    41.369495    0.941420     0.600000    
6001     16.739887    41.152298    0.941260     0.600000    
6076     16.968743    40.917656    0.941920     0.600000    
6151     17.187106    40.699211    0.941840     0.600000    
6226     17.405655    40.512970    0.940560     0.600000    
6301     17.619778    40.313450    0.940040     0.600000    
6376     17.850990    40.110516    0.940150     0.600000    
6451     18.090624    39.896545    0.939500     0.600000    
6526     18.348358    39.716366    0.942210     0.600000    
6601     18.682468    39.522144    0.940760     0.600000    
6676     18.972653    39.254837    0.942890     0.600000    
6751     19.227800    39.056271    0.940270     0.600000    
6826     19.476382    38.841579    0.940400     0.600000    
6901     19.733871    38.649250    0.940210     0.600000    
6976     20.000343    38.476284    0.940840     0.600000    
7051     20.243275    38.262970    0.939530     0.600000    
7126     20.494722    38.047424    0.938940     0.600000    
7201     20.748300    37.826717    0.940980     0.600000    
7276     20.994537    37.615826    0.938210     0.600000    
7351     21.244713    37.423447    0.938760     0.600000    
7426     21.521183    37.225952    0.941600     0.600000    
7501     21.848495    37.021248    0.939580     0.600000    
7576     22.093701    36.821053    0.938970     0.600000    
7651     22.328725    36.620144    0.937930     0.600000    
7726     22.567878    36.455296    0.939510     0.600000    
7801     22.846717    36.229012    0.937410     0.600000    
7876     23.090298    35.989708    0.939280     0.600000    
7951     23.325116    35.819920    0.936450     0.600000    
8026     23.561779    35.643066    0.938560     0.600000    
8101     23.794584    35.463200    0.938290     0.600000    
8176     24.039557    35.291058    0.940650     0.600000    
8251     24.328186    35.081020    0.938640     0.600000    
8326     24.562695    34.883575    0.937220     0.600000    
8401     24.801588    34.708839    0.938820     0.600000    
8476     25.039924    34.546894    0.937140     0.600000    
8551     25.274394    34.314342    0.939280     0.600000    
8626     25.515809    34.150341    0.936830     0.600000    
8701     25.752003    33.945923    0.936400     0.600000    
8776     25.995136    33.782787    0.937710     0.600000    
8851     26.235985    33.586151    0.935640     0.600000    
8926     26.475573    33.386959    0.935590     0.600000    
9001     26.713926    33.215797    0.937820     0.600000    
9076     26.955595    33.024872    0.936290     0.600000    
9151     27.199618    32.836472    0.936930     0.600000    
9226     27.444651    32.681381    0.936860     0.600000    
9301     27.690571    32.509033    0.936580     0.600000    
9376     27.938548    32.333824    0.935950     0.600000    
9451     28.201980    32.122871    0.937230     0.600000    
9526     28.478651    31.933590    0.935660     0.600000    
9601     28.724071    31.782810    0.935490     0.600000    
9676     28.964015    31.607901    0.936810     0.600000    
9751     29.206322    31.430815    0.935370     0.600000    
9826     29.446160    31.199673    0.936730     0.600000    
9901     29.692200    31.024441    0.935880     0.600000    
9976     29.946764    30.890556    0.936390     0.600000    
10051    30.198604    30.745995    0.936840     0.600000    
10126    30.457302    30.589571    0.933340     0.600000    
10201    30.725844    30.397127    0.933830     0.600000    
10276    30.990514    30.240572    0.935530     0.600000    
10351    31.258255    30.064241    0.934840     0.600000    
10426    31.525559    29.902565    0.935400     0.600000    
10501    31.773541    29.730755    0.935710     0.600000    
10576    32.086394    29.580452    0.933070     0.600000    
10651    32.380823    29.433592    0.933950     0.600000    
10726    32.636605    29.259983    0.934110     0.600000    
10801    32.903686    29.125549    0.935480     0.600000    
10876    33.269018    28.959703    0.934150     0.600000    
10951    33.657978    28.810818    0.934550     0.600000    
11026    33.921666    28.638016    0.934170     0.600000    
11101    34.174624    28.492567    0.934480     0.600000    
11176    34.434735    28.307173    0.934270     0.600000    
11251    34.774733    28.140158    0.933070     0.600000    
11326    35.060528    27.989599    0.931260     0.600000    
11401    35.396922    27.814665    0.932030     0.600000    
11476    35.709406    27.664757    0.932470     0.600000    
11551    36.014924    27.515436    0.933250     0.600000    
11626    36.506413    27.372631    0.933710     0.600000    
11701    36.889625    27.241470    0.932970     0.600000    
11776    37.214136    27.120285    0.933780     0.600000    
11851    37.460905    26.994007    0.931660     0.600000    
11926    37.758962    26.804008    0.930030     0.600000    
12001    38.025146    26.679480    0.931840     0.600000    
12076    38.274518    26.551228    0.930880     0.600000    
12151    38.516518    26.389509    0.933360     0.600000    
12226    38.764737    26.231895    0.930200     0.600000    
12301    39.009688    26.100666    0.929200     0.600000    
12376    39.254173    25.927328    0.929530     0.600000    
12451    39.502969    25.791853    0.930550     0.600000    
12526    39.754772    25.642551    0.931200     0.600000    
12601    40.001262    25.495438    0.932200     0.600000    
12676    40.255080    25.370716    0.931270     0.600000    
12751    40.578674    25.198322    0.930360     0.600000    
12826    40.838136    25.078560    0.929810     0.600000    
12901    41.084171    24.939028    0.931020     0.600000    
12976    41.349995    24.816147    0.930280     0.600000    
13051    41.639599    24.661234    0.930280     0.600000    
13126    41.914710    24.533371    0.930920     0.600000    
13201    42.186028    24.386644    0.929660     0.600000    
13276    42.462952    24.264416    0.929360     0.600000    
13351    42.732237    24.126518    0.929560     0.600000    
13426    42.976917    23.996365    0.930620     0.600000    
13501    43.222951    23.848387    0.930670     0.600000    
13576    43.495639    23.715696    0.928910     0.600000    
13651    43.769733    23.592979    0.931750     0.600000    
13726    44.029765    23.471516    0.928720     0.600000    
13801    44.286808    23.328426    0.928970     0.600000    
13876    44.538268    23.185154    0.930030     0.600000    
13951    44.793647    23.087090    0.928250     0.600000    
14026    45.049958    22.964676    0.928540     0.600000    
14101    45.297489    22.822157    0.930030     0.600000    
14176    45.544249    22.677460    0.925110     0.600000    
14251    45.791765    22.564056    0.928260     0.600000    
14326    46.050849    22.448862    0.926760     0.600000    
14401    46.299737    22.326962    0.927260     0.600000    
14476    46.555857    22.206066    0.926630     0.600000    
14551    46.817502    22.090706    0.927110     0.600000    
14626    47.086158    21.971050    0.926700     0.600000    
14701    47.385365    21.862089    0.927340     0.600000    
14776    47.713933    21.751400    0.927130     0.600000    
14851    47.972927    21.623520    0.925930     0.600000    
14926    48.225269    21.518456    0.927820     0.600000    
15000    48.579595    21.407223    0.926350     0.600000    
15001    48.591041    21.406067    0.927550     0.600000    
15076    48.985731    21.270493    0.926570     0.600000    
15151    49.266548    21.143383    0.927340     0.600000    
15226    49.519412    21.001862    0.926510     0.600000    
15301    49.768646    20.871170    0.924920     0.600000    
15376    50.018212    20.758013    0.924810     0.600000    
15451    50.267803    20.655176    0.927090     0.600000    
15526    50.524356    20.569830    0.925130     0.600000    
15601    50.777897    20.459902    0.924670     0.600000    
15676    51.027974    20.318220    0.925210     0.600000    
15751    51.308073    20.199087    0.924030     0.600000    
15826    51.564210    20.075188    0.925080     0.600000    
15901    51.814733    19.967014    0.926060     0.600000    
15976    52.138840    19.871670    0.925770     0.600000    
16051    52.393106    19.761566    0.923830     0.600000    
16126    52.697737    19.669262    0.923720     0.600000    
16201    52.947217    19.544554    0.921520     0.600000    
16276    53.198126    19.429886    0.923490     0.600000    
16351    53.446541    19.315777    0.924520     0.600000    
16426    53.697127    19.213751    0.924330     0.600000    
16501    53.946630    19.106972    0.924420     0.600000    
16576    54.199161    19.015999    0.924490     0.600000    
16651    54.452067    18.912102    0.922870     0.600000    
16726    54.704304    18.813154    0.923660     0.600000    
16801    54.957368    18.718988    0.922890     0.600000    
