# Energy vs Function Calls Data
# Columns: Step, NS=0/MS=1, Total_Energy_Calls, U_max
# Generated on: 2025-06-17 22:42:54
#
0        0        15000.0      21.057007   
0        1        15000.0      21.057007   
0        1        15010.0      21.047276   
0        1        15020.0      21.035395   
0        1        15030.0      21.018427   
0        1        15040.0      21.003185   
0        1        15050.0      20.993343   
0        1        15060.0      20.985058   
0        1        15070.0      20.967171   
0        1        15080.0      20.949703   
0        1        15090.0      20.938667   
0        1        15100.0      20.930063   
0        1        15110.0      20.918251   
0        1        15120.0      20.899733   
0        1        15130.0      20.886021   
0        1        15140.0      20.863935   
0        1        15150.0      20.854324   
0        1        15160.0      20.841681   
0        1        15170.0      20.828598   
0        1        15180.0      20.812456   
0        1        15190.0      20.802650   
0        1        15200.0      20.792561   
0        1        15210.0      20.781521   
0        1        15220.0      20.774214   
0        1        15230.0      20.753967   
0        1        15240.0      20.745264   
0        1        15250.0      20.726025   
0        1        15260.0      20.717657   
0        1        15270.0      20.707767   
0        1        15280.0      20.697248   
0        1        15290.0      20.688467   
0        1        15300.0      20.679844   
0        1        15310.0      20.667282   
0        1        15320.0      20.656479   
0        1        15330.0      20.644262   
0        1        15340.0      20.626749   
0        1        15350.0      20.611599   
0        1        15360.0      20.593237   
0        1        15370.0      20.575420   
0        1        15380.0      20.568386   
0        1        15390.0      20.552979   
0        1        15400.0      20.538696   
0        1        15410.0      20.529161   
0        1        15420.0      20.506454   
0        1        15430.0      20.494797   
0        1        15440.0      20.479046   
0        1        15450.0      20.464993   
0        1        15460.0      20.445614   
0        1        15470.0      20.426540   
0        1        15480.0      20.409985   
0        1        15490.0      20.402548   
0        1        15500.0      20.378174   
0        1        15510.0      20.357784   
0        1        15520.0      20.345856   
0        1        15530.0      20.327826   
0        1        15540.0      20.309502   
0        1        15550.0      20.299942   
0        1        15560.0      20.290855   
0        1        15570.0      20.274984   
0        1        15580.0      20.268169   
0        1        15590.0      20.253510   
0        1        15600.0      20.243031   
0        1        15610.0      20.217218   
0        1        15620.0      20.195927   
0        1        15630.0      20.190826   
0        1        15640.0      20.174601   
0        1        15650.0      20.160568   
0        1        15660.0      20.143364   
0        1        15670.0      20.132069   
0        1        15680.0      20.117151   
0        1        15690.0      20.107891   
0        1        15700.0      20.097336   
0        1        15710.0      20.087507   
0        1        15720.0      20.069479   
0        1        15730.0      20.060316   
0        1        15740.0      20.046371   
0        1        15750.0      20.034464   
0        1        15760.0      20.024481   
0        1        15770.0      20.015106   
0        1        15780.0      19.997610   
0        1        15790.0      19.978157   
0        1        15800.0      19.958773   
0        1        15810.0      19.937325   
0        1        15820.0      19.927095   
0        1        15830.0      19.913704   
0        1        15840.0      19.898029   
0        1        15850.0      19.885437   
0        1        15860.0      19.865150   
0        1        15870.0      19.853554   
0        1        15880.0      19.835003   
0        1        15890.0      19.827471   
0        1        15900.0      19.815495   
0        1        15910.0      19.803051   
0        1        15920.0      19.793282   
0        1        15930.0      19.784904   
0        1        15940.0      19.776861   
0        1        15950.0      19.765442   
0        1        15960.0      19.757160   
0        1        15970.0      19.736233   
0        1        15980.0      19.720901   
0        1        15990.0      19.706833   
0        1        16000.0      19.699398   
0        1        16010.0      19.684477   
0        1        16020.0      19.674692   
0        1        16030.0      19.664402   
0        1        16040.0      19.651201   
0        1        16050.0      19.626947   
0        1        16060.0      19.615999   
0        1        16070.0      19.602913   
0        1        16080.0      19.593355   
0        1        16090.0      19.584873   
0        1        16100.0      19.573332   
0        1        16110.0      19.563351   
0        1        16120.0      19.540779   
0        1        16130.0      19.527098   
0        1        16140.0      19.505892   
0        1        16150.0      19.496113   
0        1        16160.0      19.479292   
0        1        16170.0      19.462162   
0        1        16180.0      19.440638   
0        1        16190.0      19.427738   
0        1        16200.0      19.415251   
0        1        16210.0      19.406324   
0        1        16220.0      19.395805   
0        1        16230.0      19.387341   
0        1        16240.0      19.369968   
0        1        16250.0      19.361736   
0        1        16260.0      19.349869   
0        1        16270.0      19.336470   
0        1        16280.0      19.320343   
0        1        16290.0      19.311285   
0        1        16300.0      19.300591   
0        1        16310.0      19.287233   
0        1        16320.0      19.280510   
0        1        16330.0      19.249155   
0        1        16340.0      19.244102   
0        1        16350.0      19.233084   
0        1        16360.0      19.221416   
0        1        16370.0      19.202480   
0        1        16380.0      19.189884   
0        1        16390.0      19.176136   
0        1        16400.0      19.164795   
0        1        16410.0      19.145977   
0        1        16420.0      19.131266   
0        1        16430.0      19.121307   
0        1        16440.0      19.109669   
